v,u,w,p
71.7009,-25.2125,3.26567,-6968.07
71.6792,-25.1891,3.33785,-6966.55
71.6576,-25.1649,3.40435,-6963.72
71.636,-25.1405,3.45975,-6960.88
71.6144,-25.1163,3.50544,-6956.21
71.5926,-25.0924,3.53737,-6952.99
71.5708,-25.0683,3.5555,-6950.03
71.5489,-25.0452,3.56867,-6946.99
71.5269,-25.0209,3.57412,-6943.5
71.505,-24.9964,3.6176,-6940.62
71.4831,-24.9717,3.69314,-6935.96
71.4612,-24.9475,3.76361,-6930.49
71.4392,-24.9236,3.83155,-6927.78
71.4173,-24.8993,3.89097,-6925.16
71.3952,-24.8739,3.94048,-6923.6
71.373,-24.8493,3.99319,-6920.71
71.3508,-24.8259,4.03184,-6918.17
71.3283,-24.8026,4.07776,-6916.27
71.3054,-24.78,4.11731,-6914.21
71.282,-24.7567,4.2196,-6912.58
71.2578,-24.7329,4.31865,-6910.4
71.2328,-24.7091,4.40056,-6907.98
71.2065,-24.6848,4.46347,-6905.37
71.1789,-24.6598,4.51908,-6903.09
71.1496,-24.6332,4.55321,-6901.13
71.1186,-24.6053,4.58649,-6898.63
71.0855,-24.5778,4.60392,-6896.6
71.0495,-24.5515,4.62535,-6894.85
71.0104,-24.525,4.7112,-6894.67
70.968,-24.4977,4.77197,-6894.38
70.9224,-24.4703,4.82009,-6892.01
70.8741,-24.4436,4.83646,-6888.99
70.8232,-24.4171,4.84833,-6886.1
70.7705,-24.3901,4.84357,-6884.58
70.7162,-24.3624,4.82256,-6881.46
70.6608,-24.3352,4.78755,-6878.46
70.6051,-24.3066,4.8481,-6876.45
70.5493,-24.2774,4.87903,-6873.41
70.4939,-24.2473,4.89645,-6869.52
70.4389,-24.2192,4.88555,-6865.35
70.3848,-24.1927,4.87265,-6864.71
70.3318,-24.1673,4.8953,-6864.06
70.2801,-24.1429,4.88299,-6863.12
70.23,-24.1186,4.89957,-6859.86
70.1816,-24.0971,4.98761,-6855.69
70.1349,-24.0731,5.04453,-6850.82
70.0907,-24.0457,5.08091,-6845.27
70.0485,-24.0176,5.07958,-6840
70.0079,-23.9903,5.07181,-6833.69
69.9685,-23.9647,5.05057,-6832.01
69.9303,-23.9419,5.0129,-6830.64
69.8931,-23.92,5.05528,-6831.06
69.857,-23.9002,5.09144,-6829.78
69.8216,-23.8842,5.09245,-6827.26
69.7844,-23.871,5.07829,-6823.45
69.7456,-23.8577,5.03173,-6820.96
69.7068,-23.8427,4.97997,-6817.42
69.6687,-23.8274,4.91233,-6813.19
69.6308,-23.8139,4.90289,-6808.21
69.5928,-23.8032,4.91991,-6806.3
69.5544,-23.7934,4.90676,-6804.99
69.5153,-23.7852,4.87537,-6803.75
69.4753,-23.7785,4.8139,-6799.52
69.4344,-23.7764,4.74493,-6794.71
69.3928,-23.7771,4.66642,-6790.3
69.3504,-23.777,4.66175,-6785.74
69.3073,-23.7754,4.67321,-6779.92
69.2633,-23.7741,4.65959,-6771.88
69.2187,-23.7748,4.62894,-6765.68
69.1736,-23.7781,4.58369,-6760.06
69.1282,-23.7811,4.52898,-6756.34
69.0827,-23.784,4.46053,-6753.23
69.0376,-23.7923,4.48479,-6748.02
68.993,-23.8046,4.5072,-6741.81
68.9496,-23.8196,4.5131,-6737.55
68.9075,-23.8331,4.50032,-6732.75
68.8669,-23.8436,4.4709,-6725.43
68.8276,-23.8511,4.43508,-6715.58
68.7898,-23.857,4.4142,-6706.48
68.7531,-23.8638,4.48202,-6699.67
68.7175,-23.871,4.532,-6696.41
68.6831,-23.8751,4.56084,-6696.71
68.6503,-23.8805,4.56853,-6696.03
68.6194,-23.8886,4.55934,-6692.72
68.5905,-23.8992,4.53186,-6687.64
68.5635,-23.9095,4.57855,-6683.42
68.5382,-23.9165,4.63167,-6678.85
68.5144,-23.9173,4.65993,-6672.64
68.4917,-23.9124,4.66736,-6664.49
68.4697,-23.9034,4.65582,-6656.67
68.4482,-23.8936,4.62732,-6651.28
68.4266,-23.8837,4.58207,-6648.02
68.4051,-23.873,4.59017,-6647.23
68.3838,-23.8608,4.60939,-6646.46
68.3628,-23.8484,4.60948,-6643.17
68.342,-23.8347,4.59327,-6635.09
68.3211,-23.8183,4.56017,-6628.36
68.2998,-23.7991,4.51201,-6623.25
68.2777,-23.7767,4.45317,-6618.81
68.2548,-23.7519,4.38462,-6615.44
68.2311,-23.7263,4.30988,-6614.49
68.2068,-23.6999,4.27712,-6612.51
68.1819,-23.6731,4.24393,-6608.7
68.1564,-23.6438,4.19796,-6604.26
68.1303,-23.6112,4.14012,-6600.13
68.1031,-23.5758,4.07382,-6595.42
68.0745,-23.5411,3.99906,-6591.21
68.0446,-23.504,3.92026,-6590.81
68.0133,-23.4655,3.83382,-6591.29
67.9807,-23.4259,3.74641,-6590.13
67.9469,-23.3839,3.65553,-6585.71
67.9117,-23.3404,3.5655,-6582.35
67.8751,-23.2946,3.47412,-6577.99
67.8366,-23.249,3.38326,-6576.29
67.7963,-23.2029,3.29367,-6575.37
67.7544,-23.1576,3.21059,-6576.75
67.7113,-23.1135,3.13065,-6578.98
67.6672,-23.0724,3.04867,-6576.96
67.6224,-23.0309,2.96622,-6573.2
67.5771,-22.9871,2.88167,-6569
67.5311,-22.9398,2.79825,-6564.74
67.484,-22.8911,2.71803,-6559.06
67.4357,-22.8435,2.64213,-6556.73
67.3864,-22.8002,2.58223,-6558.1
67.3364,-22.7685,2.52316,-6562.31
67.2864,-22.7436,2.46358,-6564.97
67.2366,-22.7183,2.40385,-6563.94
67.187,-22.6958,2.34249,-6558.06
67.1375,-22.6758,2.28031,-6550.77
67.0876,-22.6561,2.21735,-6546.42
67.037,-22.635,2.19852,-6545.97
66.9856,-22.6127,2.18685,-6546.96
66.9338,-22.591,2.17526,-6545.99
66.8817,-22.5711,2.16379,-6542.7
66.8294,-22.5529,2.15253,-6539.54
66.777,-22.534,2.14139,-6535.58
66.7241,-22.516,2.13022,-6530.36
66.6703,-22.4986,2.11907,-6525.92
66.6218,-22.4832,2.10784,-6522.33
66.5763,-22.4682,2.09637,-6522.23
66.5302,-22.4531,2.10715,-6522.13
66.4837,-22.4383,2.12857,-6518.03
66.437,-22.4227,2.14825,-6510.84
66.39,-22.4097,2.16604,-6505.98
66.3425,-22.3999,2.18179,-6502.34
66.2944,-22.3905,2.1958,-6499.81
66.2459,-22.3806,2.20814,-6499.49
66.2003,-22.3721,2.2187,-6499.97
66.1548,-22.3655,2.22771,-6497.86
66.1099,-22.36,2.23553,-6492.6
66.0657,-22.3581,2.24186,-6487.76
66.0216,-22.3585,2.24634,-6484.9
65.9774,-22.3595,2.24987,-6482.98
65.9325,-22.3599,2.25241,-6482.07
65.887,-22.3608,2.2535,-6479.78
65.8406,-22.3635,2.25366,-6475.92
65.7933,-22.3671,2.25299,-6472.12
65.7452,-22.3718,2.25093,-6468.71
65.6961,-22.3783,2.24803,-6465.88
65.6462,-22.3851,2.24331,-6463.8
65.5958,-22.393,2.23746,-6463.72
65.5452,-22.4026,2.23085,-6463.45
65.4947,-22.4145,2.22362,-6462.9
65.4446,-22.4284,2.21539,-6461.47
65.395,-22.4447,2.20651,-6459.89
65.3461,-22.4626,2.19698,-6459.28
65.2981,-22.4811,2.18811,-6458.86
65.2511,-22.4997,2.17946,-6458.06
65.2051,-22.5185,2.17121,-6456.83
65.1602,-22.5375,2.17055,-6455.06
65.1164,-22.5587,2.17422,-6454.1
65.0736,-22.5807,2.1781,-6453.28
65.0318,-22.6021,2.18233,-6453.76
64.9911,-22.6239,2.18664,-6453.67
64.9514,-22.648,2.19152,-6453.35
64.9129,-22.6792,2.19621,-6453.14
64.8754,-22.7115,2.20124,-6452.61
64.8388,-22.7447,2.20641,-6451.68
64.8032,-22.7753,2.21185,-6452
64.7686,-22.8051,2.21712,-6451.67
64.7349,-22.8346,2.22244,-6451.78
64.702,-22.8648,2.228,-6450.64
64.67,-22.8938,2.23339,-6450.72
64.639,-22.9229,2.23894,-6451.04
64.6089,-22.9513,2.24413,-6451.89
64.5799,-22.9785,2.24969,-6450.7
64.5519,-23.0043,2.25618,-6449.52
64.525,-23.0284,2.26533,-6447.74
64.4992,-23.0514,2.27395,-6447.03
64.4743,-23.073,2.28249,-6445.39
64.4504,-23.0922,2.29114,-6443.6
64.4275,-23.1091,2.31447,-6443.85
64.4057,-23.1254,2.3459,-6444.15
64.3849,-23.141,2.37722,-6443.06
64.3654,-23.1548,2.44494,-6442.56
64.3473,-23.1668,2.50932,-6442.04
64.3305,-23.1781,2.56588,-6441.46
64.3153,-23.1872,2.61416,-6439.42
64.3016,-23.1941,2.66034,-6437.21
64.2894,-23.1971,2.69902,-6434.22
64.2786,-23.198,2.74155,-6433.12
64.2693,-23.1975,2.77992,-6430.66
64.2613,-23.1956,2.81487,-6428.53
64.2547,-23.1917,2.89722,-6428.27
64.2497,-23.1867,2.97342,-6428.19
64.2462,-23.1811,3.03801,-6427.56
64.2444,-23.1756,3.10104,-6426
64.2442,-23.1694,3.15093,-6422.99
64.2456,-23.1631,3.20345,-6420.49
64.2484,-23.1556,3.25183,-6418.26
64.2523,-23.1468,3.29244,-6415.56
64.2574,-23.1373,3.36898,-6413.41
64.2633,-23.128,3.46205,-6411.2
64.2701,-23.121,3.55082,-6409.25
64.2776,-23.114,3.61884,-6408.51
64.2857,-23.1081,3.68392,-6408.05
64.2945,-23.103,3.74236,-6406.98
64.3038,-23.0986,3.79116,-6404.87
64.3136,-23.0958,3.82999,-6401.33
64.3238,-23.0932,3.94276,-6398.46
64.3341,-23.0911,4.04672,-6395.82
64.3445,-23.0887,4.12908,-6393.97
64.3548,-23.0869,4.20434,-6390.66
64.3649,-23.0861,4.26273,-6387.4
64.3747,-23.0873,4.30463,-6385.53
64.3843,-23.0894,4.3363,-6383.76
64.3937,-23.0921,4.45182,-6381.97
64.4028,-23.0943,4.54834,-6378.97
64.4116,-23.0968,4.62849,-6375.74
64.4199,-23.0996,4.68555,-6371.43
64.4276,-23.1038,4.72178,-6368.53
64.4345,-23.1092,4.73549,-6366.31
64.4405,-23.1146,4.7659,-6365.2
64.4456,-23.1197,4.85186,-6366.02
64.4499,-23.1255,4.9192,-6365.42
64.4534,-23.1321,4.96707,-6364.35
64.4562,-23.1398,4.99161,-6362.97
64.4679,-23.1481,4.99736,-6361.66
64.4799,-23.158,4.98265,-6360.89
64.4913,-23.168,4.97144,-6360.78
64.5022,-23.1781,5.02983,-6361.36
64.5126,-23.1886,5.06933,-6361.98
64.5227,-23.1985,5.09718,-6361.31
64.5325,-23.2087,5.12423,-6359.91
64.5421,-23.2182,5.1405,-6359.05
64.5516,-23.2282,5.14752,-6357.46
64.5609,-23.2395,5.14366,-6356.27
64.5701,-23.2517,5.18592,-6356.13
64.5795,-23.2643,5.25583,-6357.57
64.5891,-23.2764,5.31343,-6359.14
64.599,-23.2896,5.34262,-6359.56
64.6095,-23.3045,5.37276,-6358.42
64.6204,-23.3208,5.39093,-6356.25
64.632,-23.3385,5.3978,-6354.78
64.6442,-23.3571,5.39265,-6355.14
64.657,-23.3744,5.42996,-6355.13
64.6704,-23.3909,5.48319,-6353.74
64.6848,-23.4066,5.51479,-6352.1
64.6987,-23.423,5.53304,-6349.93
64.7116,-23.4402,5.54218,-6347.5
64.7239,-23.457,5.5356,-6346.33
64.7362,-23.4726,5.51518,-6346.17
64.7488,-23.4906,5.47505,-6346.31
64.762,-23.5113,5.47921,-6346.33
64.7756,-23.5339,5.49039,-6346.07
64.7898,-23.5583,5.48236,-6346.23
64.8044,-23.5834,5.46315,-6345.83
64.8192,-23.6072,5.42723,-6343.84
64.834,-23.6304,5.37706,-6338.51
64.8486,-23.6543,5.30897,-6333.89
64.8628,-23.6796,5.22934,-6331.27
64.8765,-23.7057,5.21055,-6329.74
64.8895,-23.7307,5.1802,-6331.29
64.902,-23.757,5.1364,-6332.8
64.9142,-23.7842,5.07671,-6332.25
64.9263,-23.8141,5.00491,-6328.81
64.9382,-23.8438,4.91817,-6328.25
64.9499,-23.873,4.82109,-6325.84
64.9613,-23.9002,4.7654,-6322.98
64.9722,-23.9266,4.71869,-6319.94
64.9827,-23.9519,4.66086,-6316.3
64.9928,-23.9777,4.59084,-6317.61
65.0025,-24.0032,4.50809,-6318.01
65.012,-24.0285,4.4204,-6318.43
65.0214,-24.0528,4.45886,-6318.37
65.0308,-24.076,4.49696,-6316.99
65.0402,-24.0982,4.53468,-6314.95
65.0497,-24.1201,4.57078,-6313.06
65.0593,-24.1432,4.60597,-6310.18
65.0691,-24.1647,4.63937,-6309.74
65.079,-24.1854,4.67085,-6312.62
65.0892,-24.2055,4.70945,-6314.81
65.0999,-24.2237,4.75494,-6313.34
65.111,-24.2405,4.79957,-6311.51
65.1227,-24.2589,4.84122,-6309.7
65.135,-24.2804,4.88146,-6308.21
65.1478,-24.3009,4.92007,-6307.69
65.1614,-24.319,4.95742,-6309.74
65.1757,-24.3349,4.99134,-6312.76
65.1908,-24.3508,5.02511,-6312.43
65.2067,-24.3689,5.05838,-6309.3
65.2235,-24.3876,5.08838,-6308.11
65.2412,-24.4082,5.11665,-6309.24
65.2596,-24.4293,5.14491,-6311.07
65.2787,-24.4466,5.17082,-6313
65.2987,-24.4627,5.19585,-6313.69
65.3193,-24.4812,5.21925,-6313.6
65.3406,-24.5024,5.24125,-6310.92
65.3625,-24.526,5.26174,-6311.53
65.3849,-24.5498,5.27899,-6314.45
65.4078,-24.5727,5.29301,-6316.82
65.4312,-24.5932,5.30291,-6317.1
65.4551,-24.6124,5.30709,-6316.44
65.4793,-24.6328,5.33001,-6314.23
65.5037,-24.6557,5.3793,-6312.38
65.5282,-24.68,5.45463,-6312.92
65.5527,-24.7072,5.54204,-6316.4
65.5775,-24.7427,5.62831,-6320.99
65.6025,-24.7808,5.71383,-6323.96
65.6279,-24.8211,5.79862,-6323.64
65.6537,-24.8611,5.88711,-6322.28
65.6801,-24.9024,5.97584,-6320.77
65.7067,-24.9407,6.05935,-6319.07
65.7334,-24.9829,6.14581,-6318.05
65.7604,-25.025,6.22574,-6320.26
65.7878,-25.0689,6.30141,-6324.18
65.8157,-25.1143,6.37044,-6328.33
65.8443,-25.1612,6.43111,-6329.56
65.8736,-25.2085,6.48554,-6327.02
65.9039,-25.2565,6.53556,-6325.43
65.9352,-25.3042,6.5805,-6321.43
65.9675,-25.3538,6.62074,-6320.67
66.0008,-25.4035,6.65637,-6321.85
66.0354,-25.4544,6.70643,-6324.75
66.0715,-25.5068,6.77285,-6328.03
66.1093,-25.5612,6.83264,-6327.56
66.1488,-25.6105,6.88567,-6324.79
66.1901,-25.6606,6.92765,-6322.06
66.2329,-25.7104,6.96226,-6318.39
66.277,-25.7586,6.98379,-6315.3
66.3225,-25.8048,6.99528,-6316.56
66.3693,-25.8489,6.99749,-6320.21
66.4177,-25.8919,6.99042,-6322.78
66.4675,-25.9333,6.97562,-6322.35
66.519,-25.9738,6.95395,-6319.66
66.572,-26.0165,6.92566,-6319.12
66.6266,-26.0614,6.88925,-6319.66
66.6828,-26.1007,6.84604,-6320.85
66.7407,-26.1372,6.79638,-6323.86
66.8003,-26.1721,6.74068,-6324.65
66.8615,-26.2056,6.68271,-6321.11
66.9244,-26.2384,6.62304,-6319.38
66.9888,-26.2707,6.56166,-6317.21
67.0545,-26.3034,6.50956,-6317.95
67.1214,-26.333,6.53667,-6319.24
67.1895,-26.3627,6.57857,-6320.91
67.2587,-26.391,6.66607,-6323.04
67.329,-26.4208,6.75583,-6324.05
67.4001,-26.4491,6.84035,-6323.22
67.4719,-26.4774,6.92146,-6323.8
67.5443,-26.5041,6.99626,-6324.99
67.617,-26.5277,7.06108,-6325.64
67.6898,-26.5512,7.11322,-6327.28
67.7626,-26.5735,7.15008,-6328.29
67.8354,-26.5949,7.18115,-6329.6
67.9079,-26.6169,7.20008,-6331.85
67.9801,-26.6381,7.21473,-6333.52
68.0521,-26.6598,7.22469,-6335.49
68.1235,-26.6814,7.22962,-6336.57
68.1944,-26.7048,7.23152,-6338.1
68.2649,-26.7284,7.22615,-6340.58
68.3349,-26.7523,7.22161,-6342.09
68.4045,-26.7758,7.2631,-6344.54
68.4738,-26.7972,7.2952,-6346.93
68.5428,-26.8413,7.32025,-6349.79
68.6114,-26.9168,7.33313,-6352.83
68.68,-26.9915,7.33487,-6354.44
68.7485,-27.0686,7.32709,-6358.22
68.8172,-27.145,7.30679,-6361.81
68.8863,-27.2225,7.27606,-6363.59
68.9561,-27.2986,7.23358,-6365.78
69.0267,-27.3746,7.18358,-6366.42
69.098,-27.4449,7.12387,-6367.24
69.1702,-27.5129,7.05665,-6369.1
69.2434,-27.5785,6.9843,-6370.99
69.3176,-27.6427,7.02483,-6372.9
69.3933,-27.7046,7.08056,-6377.68
69.4705,-27.7665,7.13083,-6381.78
69.5496,-27.8288,7.17507,-6386.76
69.6306,-27.8911,7.21274,-6391.31
69.7136,-27.9543,7.24247,-6394.07
69.7986,-28.0151,7.27262,-6396.99
69.8853,-28.0726,7.29572,-6402.28
69.9732,-28.1282,7.35958,-6406.06
70.0622,-28.1845,7.42383,-6407.93
70.152,-28.2413,7.48013,-6412.47
70.2425,-28.299,7.52519,-6417.58
70.3328,-28.3587,7.56028,-6423.73
70.4224,-28.4218,7.58679,-6428.09
70.5126,-28.4889,7.60325,-6434.38
70.6036,-28.5555,7.62827,-6436.27
70.6956,-28.6175,7.64201,-6441.28
70.7894,-28.6809,7.65168,-6446.56
70.8857,-28.7432,7.64894,-6449.96
70.9848,-28.8024,7.63782,-6453.56
71.086,-28.8655,7.61312,-6456.15
71.1889,-28.9267,7.57697,-6460.85
71.2928,-28.9884,7.53457,-6468.56
71.3969,-29.0488,7.487,-6472.97
71.5011,-29.1088,7.44482,-6476.04
71.6155,-29.1675,7.40303,-6482.39
71.733,-29.2238,7.38685,-6484.86
71.8499,-29.277,7.38384,-6489.72
71.9658,-29.3291,7.3873,-6493.96
72.0804,-29.3768,7.39537,-6496.78
72.1936,-29.421,7.4063,-6500.79
72.3056,-29.465,7.41609,-6508
72.4165,-29.508,7.41984,-6513.03
72.5261,-29.5508,7.41382,-6516.65
72.6348,-29.5931,7.39846,-6520.12
72.7425,-29.6347,7.37253,-6523.66
72.8495,-29.6782,7.33935,-6527.59
72.9557,-29.7212,7.29675,-6529.1
73.0613,-29.7671,7.27038,-6533.84
73.1661,-29.8152,7.28944,-6538.48
73.2701,-29.8651,7.30363,-6541.47
73.3733,-29.9257,7.33053,-6546.74
73.4756,-29.9857,7.36921,-6550.23
73.5766,-30.0457,7.39873,-6555.01
73.6762,-30.1096,7.42227,-6559.79
73.774,-30.1744,7.44148,-6561.48
73.8698,-30.238,7.45777,-6565.99
73.9634,-30.3009,7.47063,-6567.07
74.0546,-30.3597,7.48054,-6574.78
74.1436,-30.4194,7.48849,-6576.78
74.2311,-30.475,7.49356,-6583
74.3175,-30.5288,7.4961,-6585.85
74.4033,-30.5792,7.49674,-6590.22
74.4892,-30.6257,7.49594,-6595.4
74.5759,-30.6693,7.49297,-6601.99
74.6646,-30.7086,7.48862,-6606.53
74.7564,-30.7867,7.48379,-6612.81
74.8509,-30.8852,7.47441,-6616.77
74.9479,-30.9845,7.46661,-6623.49
75.0474,-31.0801,7.45594,-6630.53
75.1491,-31.1711,7.44583,-6636.53
75.2525,-31.2573,7.43442,-6641.78
75.3572,-31.3399,7.42218,-6646.27
75.4628,-31.421,7.41087,-6652.03
75.5689,-31.5005,7.39934,-6656.3
75.675,-31.5787,7.39301,-6663
75.7805,-31.6513,7.3915,-6669.92
75.8844,-31.7272,7.38266,-6676.45
75.9861,-31.7992,7.37287,-6680.84
76.0855,-31.8724,7.36934,-6685.17
76.1823,-31.9445,7.37091,-6689.99
76.2766,-32.0106,7.38628,-6694.08
76.3686,-32.0726,7.40598,-6702.41
76.4632,-32.1282,7.42688,-6705.03
76.5606,-32.1764,7.45075,-6710.41
76.6551,-32.2192,7.47506,-6715.51
76.747,-32.2579,7.49706,-6719.98
76.8368,-32.291,7.51523,-6725.75
76.9249,-32.3177,7.52908,-6731.57
77.0114,-32.3382,7.53691,-6734.36
77.0967,-32.3556,7.54199,-6738.18
77.1812,-32.3686,7.54151,-6745.63
77.2651,-32.3832,7.53416,-6752.32
77.3485,-32.3931,7.52409,-6757.86
77.4319,-32.4019,7.50572,-6765.72
77.5152,-32.4096,7.48557,-6769.35
77.5987,-32.4145,7.46087,-6776
77.6822,-32.4179,7.43137,-6779.23
77.7655,-32.4194,7.3998,-6784.95
77.8527,-32.4196,7.3644,-6792.89
77.9631,-32.4218,7.32818,-6802.63
78.0725,-32.4207,7.28949,-6807.58
78.1811,-32.4191,7.24883,-6812.33
78.288,-32.4123,7.20607,-6818.72
78.3945,-32.404,7.16396,-6823.6
78.5032,-32.3921,7.12131,-6829.94
78.6151,-32.3779,7.07769,-6835.01
78.7309,-32.3618,7.03287,-6842.49
78.8503,-32.3432,6.98718,-6848.56
78.9726,-32.3235,6.94118,-6852.31
79.0967,-32.3004,6.89446,-6857.35
79.2213,-32.2745,6.8478,-6860.32
79.3451,-32.2463,6.79996,-6865.51
79.4666,-32.2172,6.75055,-6869.76
79.5849,-32.1886,6.70062,-6877.39
79.6994,-32.159,6.6489,-6882.8
79.8096,-32.1291,6.59555,-6887.91
79.9149,-32.0991,6.53982,-6892.15
80.015,-32.0675,6.48264,-6896.6
80.1097,-32.0337,6.42402,-6899.76
80.1991,-31.9976,6.36518,-6904.13
80.284,-31.9574,6.30557,-6908.15
80.365,-31.9155,6.24641,-6913.68
80.442,-31.8708,6.18739,-6917.81
80.5152,-31.8241,6.13074,-6922.67
80.5848,-31.7729,6.07371,-6925.72
80.6514,-31.7148,6.02188,-6930.05
80.7155,-31.6605,5.96831,-6934.46
80.7777,-31.5992,5.91858,-6936.97
80.8384,-31.5356,5.86781,-6943.5
80.8975,-31.4729,5.81841,-6946.49
80.9554,-31.4072,5.77064,-6951.51
81.0117,-31.3415,5.72134,-6956.43
81.0663,-31.2741,5.6704,-6957.48
81.1187,-31.2048,5.62745,-6963.22
81.1697,-31.1356,5.58892,-6967.77
81.2266,-31.0652,5.55199,-6970.1
81.2802,-30.9979,5.51843,-6973.05
81.3299,-30.9291,5.48576,-6978.08
81.3754,-30.8609,5.45466,-6981.66
81.4163,-30.7952,5.42439,-6984.74
81.4526,-30.7313,5.39507,-6987.08
81.484,-30.6687,5.36531,-6989.64
81.5113,-30.607,5.33453,-6993.29
81.5345,-30.5477,5.30265,-6996.29
81.5532,-30.4893,5.26876,-6999.03
81.5673,-30.4336,5.23265,-7000.66
81.577,-30.3768,5.19333,-7003.3
81.5826,-30.3188,5.15182,-7008.08
81.5846,-30.2627,5.12959,-7010.6
81.5836,-30.2021,5.10942,-7013.86
81.5801,-30.1405,5.08411,-7017.77
81.5745,-30.0766,5.06884,-7018.81
81.5673,-30.0104,5.05418,-7023.25
81.5594,-29.9432,5.03474,-7024.13
81.5511,-29.8713,5.00963,-7026.79
81.5426,-29.7956,4.97832,-7027.29
81.5337,-29.7178,4.94077,-7026.19
81.5244,-29.6367,4.89826,-7028.43
81.5144,-29.5525,4.85054,-7029.07
81.5031,-29.4703,4.79685,-7029.15
81.4898,-29.3886,4.74009,-7028.47
81.4735,-29.3086,4.68208,-7027.56
81.4537,-29.231,4.62206,-7028.65
81.4296,-29.1563,4.55952,-7028.71
81.4005,-29.0789,4.49333,-7028.89
81.3659,-29.0076,4.43557,-7030.16
81.3253,-28.9381,4.37425,-7028.64
81.2786,-28.8692,4.31091,-7031.88
81.2259,-28.7996,4.24288,-7030.03
81.1674,-28.7255,4.17387,-7030.25
81.1036,-28.6506,4.10581,-7031.93
81.0352,-28.5738,4.05678,-7030.43
80.963,-28.4945,4.01991,-7030.2
80.8881,-28.4138,3.98048,-7031.13
80.8111,-28.3312,3.94089,-7032.29
80.733,-28.2493,3.89823,-7033.09
80.6547,-28.1668,3.85364,-7031.35
80.5766,-28.084,3.80558,-7031.66
80.4988,-27.9986,3.75502,-7031.11
80.4214,-27.9114,3.70411,-7030.39
80.3443,-27.8231,3.65259,-7030.65
80.2674,-27.7342,3.59901,-7029.6
80.1904,-27.6424,3.54287,-7028.85
80.1127,-27.5474,3.48598,-7028.29
80.0343,-27.4472,3.43011,-7026.63
79.9553,-27.3442,3.37257,-7023.59
79.8755,-27.2353,3.31285,-7022.75
79.7949,-27.1228,3.25305,-7019.99
79.7139,-27.0048,3.19324,-7018.83
79.6323,-26.8828,3.15314,-7019.91
79.5487,-26.7576,3.12281,-7018.55
79.462,-26.6275,3.0912,-7016.72
79.3723,-26.5028,3.05748,-7015.82
79.2793,-26.3855,3.02178,-7012.9
79.183,-26.2672,2.98455,-7014.76
79.0837,-26.1471,2.94575,-7012.6
79.0038,-26.0247,2.90598,-7010.65
78.9238,-25.901,2.86556,-7008.6
78.8423,-25.7753,2.82495,-7005.08
78.7587,-25.6488,2.78405,-7003.3
78.6727,-25.5215,2.74206,-7001.99
78.5839,-25.3931,2.70094,-7002.34
78.4919,-25.2655,2.65859,-6999.49
78.3966,-25.1379,2.62178,-6998.17
78.2977,-25.0087,2.61064,-6996.06
78.1949,-24.8775,2.59832,-6995.89
78.0881,-24.7458,2.58483,-6992.15
77.9773,-24.6128,2.57065,-6992.31
77.8625,-24.4804,2.55612,-6990.75
77.7437,-24.3467,2.5407,-6989.37
77.6212,-24.2158,2.52273,-6988.51
77.4949,-24.0857,2.50585,-6986.95
77.3651,-23.9556,2.48771,-6985.1
77.2319,-23.8299,2.46791,-6983.86
77.0957,-23.7054,2.44939,-6982.53
76.9565,-23.582,2.42924,-6981.1
76.8146,-23.4588,2.40887,-6978.25
76.6707,-23.3359,2.38967,-6975.29
76.5251,-23.2136,2.37086,-6971.83
76.3783,-23.0911,2.35134,-6970.67
76.231,-22.9675,2.33115,-6970.64
76.0835,-22.8431,2.31201,-6968.04
75.9364,-22.7231,2.29293,-6964.82
75.8132,-22.6058,2.27358,-6962.74
75.6892,-22.4906,2.25379,-6959.44
75.5642,-22.3778,2.23401,-6958.4
75.4387,-22.2663,2.21419,-6955.28
75.3133,-22.1562,2.19438,-6954.1
75.1886,-22.0447,2.17388,-6951.25
75.0647,-21.9344,2.15274,-6949.29
74.9416,-21.8258,2.13153,-6943.84
74.8197,-21.7193,2.10945,-6940.71
74.699,-21.6112,2.08876,-6939.81
74.5794,-21.5053,2.06873,-6937.81
74.4612,-21.4005,2.04826,-6934.93
74.3443,-21.2986,2.02664,-6933.13
74.2288,-21.1976,2.00534,-6930.93
74.1146,-21.0998,1.98614,-6928.52
74.0015,-21.0033,1.96718,-6928.21
73.8895,-20.9114,1.94556,-6926.35
73.7783,-20.8236,1.92591,-6923.98
73.6677,-20.7388,1.90636,-6921.33
73.5577,-20.6589,1.886,-6919.48
73.4479,-20.5853,1.86765,-6916.39
73.3384,-20.5191,1.85104,-6914.92
73.2291,-20.4588,1.83479,-6916.58
73.12,-20.4032,1.82046,-6914.17
73.0111,-20.3552,1.8062,-6910.77
72.9026,-20.313,1.79265,-6909.05
72.7944,-20.2741,1.78062,-6907.66
72.6866,-20.24,1.76985,-6903.64
72.5793,-20.2091,1.76018,-6901.85
72.4727,-20.1824,1.75128,-6899.07
72.3671,-20.1595,1.74385,-6897.69
72.2626,-20.1395,1.73784,-6894.67
72.1595,-20.1219,1.7318,-6891.39
72.0582,-20.1061,1.7257,-6886.71
71.9588,-20.0926,1.72148,-6883.92
71.8616,-20.0798,1.719,-6881.64
71.7668,-20.0679,1.71494,-6878.31
71.6747,-20.0558,1.71122,-6875.62
71.5853,-20.0454,1.7075,-6873.24
71.4988,-20.0348,1.7046,-6871.75
71.4153,-20.0267,1.70115,-6869.99
71.335,-20.018,1.69777,-6867.76
71.2577,-20.0088,1.69211,-6867.28
